FID,Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub Location,Spatial_Re,Facility Type,Agency,Latitude,Longitude,GlobalID,x,y
114,14,GITIHA HEALTH CENTRE,2398,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITIHA,1:50000 MAPS,3,MOH,-1.0742,36.6896,ea0eb5c0-0d0b-4838-8e25-d314d46dc07d,4084267.58940889,-119586.402980655
115,15,HOLY CROSS (THIGIO) DISP,612,CENTRAL,KIAMBU,LIMURU,NDEIYA,THIGIO(KIAMBU),SUBLOC CENTROID,4,MISS,-1.196205,36.56731,fb9c14a5-b67e-4dec-82fd-dab1b29d0d98,4070654.32887979,-133170.606214602
116,16,KAARIA DISP,0,CENTRAL,KIAMBU,KIAMBAA,NDUMBERI,NDUMBERI,1:50000 MAPS,4,MOH,-1.14234,36.801234,dd5e65eb-d00d-4950-b518-aef55d0204c4,4096694.62944411,-127173.132774337
117,17,KAGAA HEALTH CENTRE,2400,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,GITHUNGURI(KIAMBU),DDP,3,MOH,-1.05093,36.7467,8dfca152-438e-4d17-8ca0-42f0691a304a,4090623.93233319,-116995.552893734
118,18,KAGWE CATHOLIC MISSION DISP,207,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,ILRI MKT CENTRES,4,MISS,-1.001209,36.743433,bbe0f359-0fb4-44ba-b3cd-0e8a46370848,4090260.25155677,-111459.748656659
119,19,KAGWE HEALTH CENTRE,2447,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,DDP,3,MOH,-1.00448,36.7392,c04423d1-dfd5-49db-96c6-9c7345702227,4089789.03615224,-111823.930493739
120,20,KAMAE FOREST DISP,208,CENTRAL,KIAMBU,LARI,KINALE,KINALE,DDP,4,MOH,-0.870245,36.624,7e83c874-4694-4ea3-a852-f743572f94cd,4076965.03081285,-96878.9552488971
121,21,KAMBUI DISP,209,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,ILRI VILLAGES,4,MISS,-1.1,36.87,feca2437-270e-4be6-8a56-796555cde20f,4104349.625548,-122458.962902233
122,22,KAMBURU DISP,4831,CENTRAL,KIAMBU,LARI,KAMBURU,MATIMBEI,DDP,4,MOH,-1.01588,36.7082,56ae0260-bc88-4668-ab8b-286504cead15,4086338.13193765,-113093.169957944
123,23,KARAI HEALTH CENTRE,0,CENTRAL,KIAMBU,KIKUYU,KARAI,NACHU,DDP,3,MOH,-1.28069,36.5765,f5cf6b67-717b-4aec-8248-4185c844946b,4071677.35500018,-142577.631678625
124,24,KARIA DISP,210,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,NGEGU,1:50000 MAPS,4,MOH,-1.174213,36.82123,a4985f1d-952c-440c-9804-da6dbf24da42,4098920.57398202,-130721.944082642
125,25,KARURA SDA DISP,0,CENTRAL,KIAMBU,KIAMBAA,KIHARA,GACHIE,ILRI VILLAGES,4,MISS,-1.22,36.78,4aa55e43-5f01-4485-a3ef-596ad6e333b5,4094330.8713766,-135820.042455233
126,26,KARURI HEALTH CENTRE,261,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,NJIKU,DDP,3,MOH,-1.18431,36.7399,75bb8b25-34e9-4c14-ae0c-4430dc6e7d73,4089866.9597958,-131846.175096787
127,27,KENTMERE DISP,2413,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,MABROUKE,1:50000 MAPS,4,MISS,-1.122966,36.658545,b717f9de-dbce-45b8-a21b-0696fa453318,4080810.56262231,-125016.007466753
128,28,KIAMBAA DISP,0,CENTRAL,KIAMBU,KIAMBAA,KAMITI,ANMER,DDP,4,MOH,-1.13999,36.8456,fcd2df0e-7717-4380-a72c-ed656491acb6,4101633.42997265,-126911.480075124
129,29,KIAMBU DISTRICT HOSPITAL,251,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,TOWNSHIP(KIAMBAA),GPS,1,MOH,-1.16938,36.82993,37f2a094-2a18-4045-a0c0-14cbf75c791e,4099889.05355192,-130183.824447124
130,30,KIAWAROGA DISP,326,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,KIAWAROGA,1:50000 MAPS,4,MOH,-1.10046,36.702703,689deff9-612c-420f-a467-c7a3f60e100c,4085726.20869676,-122510.179310506
131,31,KIBUBUTI HEALTH CENTRE,2412,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,KANUNGA,SUBLOC CENTROID,3,MISS,-1.157365,36.783449,f7288da8-74c9-4b62-90e8-f7649769fa99,4094714.81230036,-128846.045002379
132,32,KIENI FOREST DISP,215,CENTRAL,KIAMBU,LARI,KINALE,MUKEU(KIAMBU),SUBLOC CENTROID,4,MOH,-0.921169,36.648379,27f7f1e2-d8ec-4730-a873-fba0614d6ffa,4079678.8886789,-102548.481963609
133,33,KIENI HEALTH CENTRE,2448,CENTRAL,KIAMBU,LARI,KAMAE,KAMUKOMBI-INI,1:50000 MAPS,3,MOH,-0.858108,36.619369,72b2e17f-80e3-446f-bbdc-7cb8c7b56d1b,4076449.51025099,-95527.7168938642
134,34,KIGUMO HEALTH CENTRE,237,CENTRAL,KIAMBU,GITHUNGURI,KOMOTHAI,KARATINA,1:50000 MAPS,3,MOH,-1.031082,36.82658,14ca0141-e4ab-41fd-955d-c82e85ea826e,4099516.13325776,-114785.718893184
135,35,KIHARA HEALTH CENTRE,216,CENTRAL,KIAMBU,KIAMBAA,KIHARA,MAHINDI,DDP,3,MOH,-1.21091,36.7386,c2f4245a-ca0a-4985-bbaa-2d713d6c7cdd,4089722.24445777,-134807.920553488
136,36,KIJABE HOSPITAL,252,CENTRAL,KIAMBU,LARI,KIJABE,KIJABE,GPS,1,MISS,-0.94349,36.59431,601f204e-9ff7-491b-b87b-6411c44b8675,4073659.95513121,-105033.573333682
137,37,KIMATHI DISP,0,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,KIMATHI(KIAMBU),DDP,4,MOH,-1.1077,36.8684,44cfde34-5286-45d9-8cbd-86ddcf567eac,4104171.51436273,-123316.282083376
138,38,KINALE FOREST DISP,217,CENTRAL,KIAMBU,LARI,KINALE,MUKEU(KIAMBU),1:50000 MAPS,4,MOH,-0.911261,36.61036,bab9786c-093e-40d3-9382-0e2ed4e7e04f,4075446.63295844,-101445.387413716
139,39,KINALE HEALTH CENTRE,2452,CENTRAL,KIAMBU,LARI,KINALE,MUKEU(KIAMBU),DDP,3,MOH,-0.908237,36.6157,c14b4aca-ea79-4704-8f80-e9997f93c8e3,4076041.07903927,-101108.714834378
140,40,KIRATINA DISP,0,CENTRAL,KIAMBU,GITHUNGURI,KOMOTHAI,KARATINA,DDP,4,MOH,-1.03614,36.8203,9e05c287-8040-4e04-aaae-1193e0e96970,4098817.04685557,-115348.864509953
141,41,KIRIITA DISP,213,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,1:50000 MAPS,4,MOH,-0.985135,36.6964,2e40cdd1-be27-401f-8f32-2b7a4a6039a5,4085024.56194629,-109670.130297613
142,42,KIRIITA MISSION HC,235,CENTRAL,KIAMBU,LARI,KIJABE,BATHI,ILRI VILLAGES,3,MISS,-0.97,36.63,abfafc0e-2651-437b-a342-132c17b3e4c3,4077632.94775762,-107985.064540776
143,43,LARI HEALTH CENTRE,239,CENTRAL,KIAMBU,LARI,KIRENGA,ESCARPMENT,DDP,3,MOH,-1.02791,36.605,371fd6eb-16da-430c-bed1-318432e7b683,4074849.96048779,-114432.556460201
144,44,LIMURU HEALTH CENTRE,240,CENTRAL,KIAMBU,LIMURU,LIMURU,KAMIRITHU,DDP,3,MOH,-1.11593,36.6366,15b36565-0d84-4a16-afa7-642b5e062501,4078367.65639685,-124232.614009233
145,45,LIOKI MISSION DISP,3090,CENTRAL,KIAMBU,GITHUNGURI,IKINU,RIUKI,SUBLOC CENTROID,4,MISS,-1.102112,36.830408,0931ad44-2160-4011-ad38-377c3c8eb333,4099942.26426851,-122694.113085372
146,46,LITTLE SERVANT OF SACRET HEART DISP,435,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,NJORO(KIAMBU),SUBLOC CENTROID,4,MISS,-1.192355,36.771525,14b07bb7-ee30-4722-a953-7aa83181262d,4093387.43869213,-132741.933053969
147,61,UTANGE REFUGEE CAMP DISP,0,COAST,MOMBASA,KISAUNI,BAMBURI,MWEMBE LEGEZA,SUBLOC CENTROID,4,NGO,-3.979314,39.718534,c2165bc4-b83f-4bd4-9394-d1bf453a6d44,4421446.97993533,-443331.760664843
148,62,WATAMU DISP,558,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,ILRI MKT CENTRES,4,MOH,-4.06546,39.6,ee5d5782-631e-4d60-8b47-69ca745ecff5,4408251.83541364,-452945.170967792
149,47,LUSIGETTI HEALTH CENTRE,2437,CENTRAL,KIAMBU,KIKUYU,KARAI,LUSINGETTI,1:50000 MAPS,3,MOH,-1.28,36.6136,c0ad9d70-9643-4864-8f9c-293d4a5fda76,4075807.30810861,-142500.802048177
150,0,BUGUTA DISP,0,COAST,TAITA TAVETA,VOI,KASIGAU,BUGUTA,SUBLOC CENTROID,4,MOH,-3.67546,38.654357,5c613a33-eac2-4f3d-bcf6-c79d39a32b2a,4302983.33818142,-409431.238963525
151,1,BURA DISP,704,COAST,TAITA TAVETA,MWATATE,BURA,NYOLO,DANIDA,4,MOH,-3.50013,38.315701,6783e4cf-967a-48e5-b737-e1aef3a1ec4f,4265284.32470733,-389875.256831768
152,48,MIGAA DISP,321,CENTRAL,KIAMBU,KIAMBAA,CIANDA,CIANDA,ILRI VILLAGES,4,MOH,-1.12,36.8,8fa16a47-83ba-4b38-a1ca-d0fcb9679a06,4096557.26119248,-124685.770598093
153,2,BURA MISSION DISP,705,COAST,TAITA TAVETA,MWATATE,BURA,NYOLO,DDP,4,MISS,-3.504139,38.289771,7bfd0ece-309e-4d79-a224-9b4eb9fcfb03,4262397.81031106,-390322.371646894
154,3,CHALA DISP,706,COAST,TAITA TAVETA,TAVETA,CHALA,CHALA,DANIDA,4,MOH,-3.29582,37.736031,6fea6ec4-954b-4a94-a843-294ce8e1b2d8,4200755.75547919,-367091.503949215
155,4,ELDORO MISSION DISP,707,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KIMORIGO,DDP,4,MISS,-3.438287,37.694258,3cc14f7e-c665-44d1-9744-bbb689c6dca0,4196105.60639028,-382978.286269257
156,49,MIGUTA DISP,0,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,KIAIRIA,ILRI VILLAGES,4,MISS,-1.07,36.8,b0a5f1a5-f416-4030-afb3-724eda718279,4096557.26119248,-119118.77925781
157,5,GHAZI DISP,708,COAST,TAITA TAVETA,TAUSA,NGOLIA,GHAZI,DANIDA,4,MOH,-3.28928,38.446301,00fc232b-d91c-4487-aada-fd181269c349,4279822.65020493,-366362.27072869
158,50,MOST PRECIOUS BLOOD DISP,3903,CENTRAL,KIAMBU,LIMURU,TIGONI,RED HILL,ILRI VILLAGES,4,MISS,-1.18,36.7,fc37bcbb-73da-46df-b97a-e8b5e389b979,4085425.31211314,-131366.285950593
159,6,KAJIRE DISP,2883,COAST,TAITA TAVETA,VOI,SAGALLA,KISHAMBA(VOI),DANIDA,4,MOH,-3.51759,38.60778,93eb1ace-2036-4d24-9b64-4242d6751fa6,4297798.41025874,-391822.545641007
160,51,NAZARETH HOSPITAL,255,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,KARAMBAINI,1:50000 MAPS,1,MISS,-1.13378,36.7257,88ee3880-28b4-400d-bff3-e9fe823a4508,4088286.22302654,-126220.04992638
161,7,KASIGAU HEALTH CENTRE,732,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,MLONDO,DANIDA,3,MOH,-3.3842,38.3438,77e52734-d9e4-40fa-8af4-6e2e2ae8726d,4268412.29107913,-376946.661736213
162,8,KIMORIGO DISP,710,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KIMORIGO,DANIDA,4,MOH,-3.46046,37.69194,36af8028-e384-4bd3-b7f9-7f3125306a2d,4195847.56781062,-385451.053139252
163,52,NDEIYA HEALTH CENTRE,3928,CENTRAL,KIAMBU,LIMURU,NDEIYA,NDERU,DDP,3,MOH,-1.16975,36.5942,450df785-acf5-481e-ba2d-736f024c46a7,4073647.70998722,-130225.02124138
164,9,KISHUSHE DISP,711,COAST,TAITA TAVETA,WUNDANYI,KISHUSHE,KISHUSHE,DANIDA,4,MOH,-3.2783,38.323799,55d590be-4fed-441d-8461-eacc941cb3b5,4266185.78994377,-365137.972496779
165,53,NDERU DISP,221,CENTRAL,KIAMBU,LIMURU,NDEIYA,NDERU,1:50000 MAPS,4,MOH,-1.142793,36.60586,e82d738a-517f-4fbf-a9e7-03fd4472b83b,4074945.69524987,-127223.570532008
166,10,KITOBO DISP,2884,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KITOBO,DANIDA,4,MOH,-3.44028,37.613098,7ff59ae2-dfa4-4fa5-9613-5f33d1d77755,4187070.9165175,-383200.546320048
167,54,NDURIRI DISP,0,CENTRAL,KIAMBU,LARI,NYANDUMA,GACHOIRE,1:50000 MAPS,4,MISS,-0.984242,36.70945,20947a9b-44f3-4eea-84ea-b7e8f947d5dd,4086477.28130114,-109570.707309881
168,11,KITOBO DISP,0,COAST,TAITA TAVETA,TAVETA,KIMORIGO,KITOBO,SUBLOC CENTROID,4,MISS,-3.455871,37.63136,3babd043-0045-4db3-84e2-a0bdf76b6406,4189103.83305837,-384939.276104609
169,55,NDURIRI DISP,3974,CENTRAL,KIAMBU,LARI,NYANDUMA,GACHOIRE,1:50000 MAPS,4,MOH,-0.984685,36.70901,5802edd9-9a3a-4558-88cb-07d8eabbf3f6,4086428.30072519,-109620.029124655
170,12,MAKWASINJI DISP,4655,COAST,TAITA TAVETA,VOI,KASIGAU,MAKWASINYI,DANIDA,4,MOH,-3.81333,38.681469,add7f338-a0d8-4440-aee9-9404517bc064,4306001.4322158,-424811.693294652
171,13,MANYANI DISP,3313,COAST,TAITA TAVETA,TSAVO N. PARK,TSAVO N. PARK,TSAVO N. PARK,ILRI MKT CENTRES,4,MOH,-3.089864,38.477242,4aab05b6-7c04-4e80-a510-e4ded63e5547,4283266.98656956,-344128.930373774
172,56,NGARARIGA MISSION DISP,3100,CENTRAL,KIAMBU,LIMURU,LIMURU,BIBIRIONI,1:50000 MAPS,4,MISS,-1.069369,36.617117,214bc85c-fc9a-4831-907d-cbbc2242ed45,4076198.81875773,-119048.524415783
173,0,MARUNGU DISP,0,COAST,TAITA TAVETA,VOI,KASIGAU,BUGUTA,SUBLOC CENTROID,4,MISS,-3.674076,38.659203,9110c3cc-9f6a-4fb5-ab18-1e994bb17d71,4303522.7924338,-409276.855366379
174,14,MATA DISP,714,COAST,TAITA TAVETA,TAVETA,JIPE,MATA,DANIDA,4,MOH,-3.47483,37.7561,333a9383-13b2-441a-b275-f0ce32f99efb,4202989.82633992,-387053.648396255
175,57,NGECHA ORTHODOX  DISP,0,CENTRAL,KIAMBU,LIMURU,NGECHA,NGECHA,SUBLOC CENTROID,4,MISS,-1.169356,36.670303,39c5ff3b-acc2-4cd6-b588-a2af943cd03f,4082119.45719506,-130181.15222282
176,15,MBALE HEALTH CENTRE,733,COAST,TAITA TAVETA,WUNDANYI,MBALE,MBALE CENTRAL,DANIDA,3,MOH,-3.3793,38.383011,76791094-c9a2-4746-a5b1-a0d964ff8c7b,4272777.23963263,-376400.24473759
177,58,NGEWA HEALTH CENTRE,243,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,1:50000 MAPS,3,MOH,-1.092343,36.863964,7e476880-e6e2-4692-97f3-b71d6d9fb3c5,4103677.70110158,-121606.433541466
178,16,MGANGE DISP,715,COAST,TAITA TAVETA,WUNDANYI,MGANGE,MGANGE NYIKA,DANIDA,4,MOH,-3.40141,38.313862,ebe0efd3-12c9-44ce-8825-c9b20e009232,4265079.60816376,-378865.833975504
179,59,NYAGA HEALTH CENTRE,0,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,DDP,3,MOH,-1.10326,36.8716,290aae2f-720a-49ee-b6cf-231cf5b055a4,4104527.73673327,-122821.931531368
180,17,MGANGE DISP,0,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,WERUGHA,ILRI VILLAGES,4,MISS,-3.39,38.32,6507b65c-ac73-4c11-b6fc-4f88be6d0b5e,4265762.88719825,-377593.444612326
181,18,MNENGWA  DISP,4008,COAST,TAITA TAVETA,MWATATE,MWAKITAU,GODOMA(TAVETA),PSI,4,MOH,-3.4314,38.2421,855ed84f-d364-402d-a339-8e852771ae6f,4257091.09886545,-382210.24921637
182,60,NYATHUNA HEALTH CENTRE,260,CENTRAL,KIAMBU,KIKUYU,NYATHUNA,KIRANGARI(KIAMBU),DDP,3,MOH,-1.20204,36.7031,dedd5962-f54f-4a78-9014-567256df24ba,4085770.40253461,-133820.297723441
183,19,MOI VOI DISTRICT HOSPITAL,739,COAST,TAITA TAVETA,VOI,VOI,KALOLENI(TAVETA),DANIDA,1,MOH,-3.39091,38.56205,57a71f4b-e1a7-48f0-81fa-a85c17b0fa3d,4292707.76994476,-377694.922967124
184,61,P.C.E.A GATHIRUINI DISP,0,CENTRAL,KIAMBU,GITHUNGURI,KOMOTHAI,KIBICHOI,SUBLOC CENTROID,4,MISS,-1.049952,36.87118,d6798702-2c98-45c6-976a-d4932c3737b2,4104480.98254714,-116886.664132251
185,20,MPINZINYI HEALTH CENTRE,734,COAST,TAITA TAVETA,MWATATE,KISHAMBA,KAYA/ILOLE,DANIDA,3,MOH,-3.45746,38.37886,4355d6e3-ef6e-4ada-baa5-adbe97a544d4,4272315.15242634,-385116.485174473
186,62,P.C.E.A. KIKUYU HOSPITAL,2441,CENTRAL,KIAMBU,KIKUYU,KIKUYU,KIKUYU TOWNSHIP,DDP,1,MISS,-1.26667,36.6667,39e440c6-29cb-404f-a1aa-733f8a82a98c,4081718.37306973,-141016.546709886
187,21,MRUGUA DISP,717,COAST,TAITA TAVETA,MWATATE,BURA,MURUGUA,DANIDA,4,MOH,-3.43486,38.290909,dd0807b5-8616-4e3a-9541-44b241a90432,4262524.49189158,-382596.107127351
188,22,MSAU DISP,718,COAST,TAITA TAVETA,TAUSA,RONGE,MSAU/RAHAI,DANIDA,4,MOH,-3.4139,38.408401,e96b6953-e5ce-42bc-9271-cdc158e8d1ae,4275603.64150386,-380258.677110655
189,63,RAGIA FOREST DISP,225,CENTRAL,KIAMBU,LARI,KAMAE,KAMAE,ILRI VILLAGES,4,MOH,-0.790616,36.661129,ffda6756-b24a-458e-8f44-bad5f1e0ea34,4081098.21218652,-88013.7636695538
190,23,MWAKITAU DISP,719,COAST,TAITA TAVETA,MWATATE,MWAKITAU,MWAKITAU,DANIDA,4,MOH,-3.40801,38.136189,86720976-081e-4a4e-9e28-0f261ae1d118,4245301.14027605,-379601.841706129
191,64,RAGIA HEALTH CENTRE,2449,CENTRAL,KIAMBU,LARI,KAMAE,KAMAE,DDP,3,MOH,-0.791728,36.6759,603bd538-5cbe-4b51-a26b-5924b750f55d,4082742.51238503,-88137.5627459044
192,24,MWAMBIRWA DISP,720,COAST,TAITA TAVETA,MWAMBIRWA,RONGE JUU,KISHAU/KIWETO,DANIDA,4,MOH,-3.35282,38.431301,06a40193-18b5-4dfe-8d29-7797a5fe1dc6,4278152.85784303,-373447.410317154
193,65,THIGIO MISSION DISP,227,CENTRAL,KIAMBU,LIMURU,NDEIYA,THIGIO(KIAMBU),ILRI VILLAGES,4,MISS,-1.18,36.6,df4260c7-3b52-4fd4-bd28-b0d52a51649d,4074293.36303382,-131366.285950593
194,25,MWANDA DISP,721,COAST,TAITA TAVETA,WUNDANYI,MWANDA,KISHAMBA(WUNDANYI),DANIDA,4,MOH,-3.40195,38.285809,071b0a38-8e81-4d58-872d-99f677db2b83,4261956.76248853,-378926.052600417
195,66,TIGONI SUB-DISTRICT HOSPITAL,257,CENTRAL,KIAMBU,LIMURU,TIGONI,ITHANJI(KIAMBU),DDP,1,MOH,-1.12859,36.6493,a65959eb-f5e0-4ff6-ab73-f2620549a07f,4079781.41392993,-125642.189152704
196,26,MWATATE HEALTH CENTRE,735,COAST,TAITA TAVETA,MWATATE,MWACHABO,MWACHABO,DANIDA,3,MOH,-3.50728,38.368629,82c4fc31-fc33-4a87-8d0f-44dc7401ca77,4271176.24271604,-390672.681699219
197,27,NDOME DISP,723,COAST,TAITA TAVETA,TAUSA,NGOLIA,NDOME,DANIDA,4,MOH,-3.297,38.477959,b555354b-aba6-469d-bce3-32cf624399d2,4283346.80264446,-367223.078649031
198,67,TIN'GAN'GA DISP,229,CENTRAL,KIAMBU,KIAMBAA,TING'ANG'A,TING'ANG'A,DDP,4,MISS,-1.13366,36.8083,7cd20b91-7b17-41e9-b11d-64be804f29a4,4097481.21296606,-126206.688971958
199,35,NDOVU DISP,727,COAST,TAITA TAVETA,VOI,VOI,MWANGEA,ILRI MKT CENTRES,4,MOH,-3.394956,38.551224,ea2505d0-3772-4696-9d33-c22cef5056d8,4291502.62513743,-378146.112501167
200,28,NJUKINI DISP,724,COAST,TAITA TAVETA,TAVETA,NJUKINI,NJUKINI(TAVETA),DANIDA,4,MOH,-3.19,37.725128,293e45c1-82e7-4d7f-b3f9-c7c038b1edf2,4199542.03907107,-355292.780196065
201,68,UPLANDS DISP,230,CENTRAL,KIAMBU,LARI,LARI,GITHIRIONI,DDP,4,MOH,-1.04691,36.6778,13727bba-f704-4c45-af06-e54df3b3e6ab,4082954.01941754,-116547.973539599
202,29,NYACHE HEALTH CENTRE,736,COAST,TAITA TAVETA,WUNDANYI,WUMINGU,NYACHE,DANIDA,3,MOH,-3.33836,38.380901,407d8781-86e8-4a46-94df-25be305a4e00,4272542.35550705,-371834.982410482
203,69,UTHIRU DISP,231,CENTRAL,KIAMBU,KIKUYU,KINOO,UTHIRU(KIAMBU),1:50000 MAPS,4,MOH,-1.2526,36.7086,a01571c9-0074-4c84-9bdc-1fedb702a7b3,4086382.65973397,-139449.902882387
204,30,SAGAIGU DISP,2881,COAST,TAITA TAVETA,MWATATE,BURA,SAGHAIGU,DANIDA,4,MOH,-3.43297,38.3335,79113a9c-10c4-407e-81fe-5b357618270e,4267265.70032396,-382385.334858231
205,70,WANGIGE HEALTH CENTRE,249,CENTRAL,KIAMBU,KIKUYU,NYATHUNA,KARURA(KIKUYU),1:50000 MAPS,3,MOH,-1.21737,36.7261,9bc4c131-81bf-4337-a2b2-d75eecc6e267,4088330.75082285,-135527.205955002
206,31,SAGALA HEALTH CENTRE,737,COAST,TAITA TAVETA,VOI,SAGALLA,TERI,DANIDA,3,MOH,-3.49354,38.582191,a443668a-6e34-4f29-9b4f-87b23f94a0c4,4294949.85580883,-389140.293008749
207,1,BARICHO HEALTH CENTRE,297,CENTRAL,KIRINYAGA,NDIA,MWERUA,KIANJANG'A,DDP,3,MOH,-0.563405,37.2305,a1833f6c-13d4-4774-86e9-706fcc8632d4,4144480.30197898,-62718.9684686042
208,32,SHELEMBA DISP,725,COAST,TAITA TAVETA,TAUSA,RONGE,RONG'E NYIKA,DANIDA,4,MOH,-3.43161,38.46846,695f84bb-7280-4a32-ada3-b1e90b721c57,4282289.37880142,-382233.668298299
209,33,TAUSA DISP,3923,COAST,TAITA TAVETA,TAUSA,MBOLOLO,TAUSA,DANIDA,4,MOH,-3.34175,38.50169,df9f8d45-cb1a-4111-af2e-6992341cea81,4285988.52548048,-372212.997607349
210,2,BARICHO MISS H C,3082,CENTRAL,KIRINYAGA,NDIA,MWERUA,KIANJANG'A,HD MAPS,3,MISS,-0.568805,37.2387,90a14258-079b-4947-9e0a-0dd668ec225c,4145393.12180348,-63320.1230618987
211,34,TAVETA DISTRICT HOSPITAL,740,COAST,TAITA TAVETA,TAVETA,BOMANI,MBOGHONI,DANIDA,1,MOH,-3.3987,37.67725,2a1686ca-7c2a-45c9-ac0c-b1b7d7130ab9,4194212.28449087,-378563.626200536
212,3,CASTLE FOREST DISP,3763,CENTRAL,KIRINYAGA,GICHUGU,KARUMANDI,THUMAITA,1:50000 MAPS,4,MOH,-0.42234,37.351234,43428036-1796-490c-839c-8e193c73777f,4157920.34938041,-47015.0995039656
213,36,WERUGHA DISP,729,COAST,TAITA TAVETA,VOI,KASIGAU,RUKANGA(TAVETA),DANIDA,4,MOH,-3.81356,38.639858,e25f04ff-6daa-47ab-94b2-e98ec3da7947,4301369.3168844,-424837.353592279
214,37,WESU DISTRICT HOSPITAL,741,COAST,TAITA TAVETA,WUNDANYI,WUNDANYI,WUNDANYI,DANIDA,1,MOH,-3.40885,38.342159,54f51fd2-4c18-4978-9a33-2dbd11c07afd,4268229.61579474,-379695.515779284
215,4,CHRISTIAN COMMUNITY SERVICES BASE DISP,0,CENTRAL,KIRINYAGA,CENTRAL,INOI,NDIMI,HD MAPS,4,MISS,-0.49407,37.2597,6bc9a29e-2748-4860-ba44-63540a797378,4147730.83111014,-55000.3024454852
216,38,WUNDANYI HEALTH CENTRE,738,COAST,TAITA TAVETA,WUNDANYI,WUNDANYI,WUNDANYI,DDP,3,MOH,-3.41828,38.359781,19e65895-ced7-4df9-bb02-1b16dbe0860f,4270191.2878615,-380747.12438583
217,5,CIAGINI DISP,86,CENTRAL,KIRINYAGA,MWEA,THIBA,WAMUMU,HD MAPS,4,MOH,-0.75776,37.3783,ebed50b9-bde4-47d4-80b2-bcca19bb4315,4160933.32271822,-84355.9165144366
218,39,WUSI WUKESIA DISP,730,COAST,TAITA TAVETA,MWATATE,CHAWIA,CHAWIA,DDP,4,MISS,-3.469733,38.354562,c6bf916e-5f14-4fa4-a523-ed06b10a91d8,4269610.31143904,-386485.209420106
219,1,ASAKO DISP,1188,COAST,TANA RIVER,BANGALE,MBALAMBALA,ASAKO,SUBLOC CENTROID,4,MOH,-0.151968,39.014671,8142fc35-d425-4d4c-99b5-2f92247d9db6,4343093.30918711,-16917.0202118527
220,6,DIFATHAAS CATHOLIC DISP,4713,CENTRAL,KIRINYAGA,MWEA,MURINDUKO,KAMUNYANGE,1:50000 MAPS,4,MISS,-0.551802,37.400901,69c7d53a-81a4-4665-8cd6-25b16bb84945,4163449.25452964,-61427.2672453047
221,2,ASSA DISP,742,COAST,TANA RIVER,GARSEN,ASSA,ASSA,DANIDA,4,MOH,-2.05182,39.424629,bdea683f-b8e9-4a35-92fa-4e26e2fa6942,4388729.62499373,-228456.392661027
222,7,DIFATHAS DISP,263,CENTRAL,KIRINYAGA,MWEA,MURINDUKO,KAMUNYANGE,HD MAPS,4,MOH,-0.59514,37.4125,352e3d74-69c6-4fb9-98a4-d2185ed5d3b7,4164740.44930336,-66251.8731129478
223,3,BANGALE DISP,743,COAST,TANA RIVER,BANGALE,BANGALE,BANGALE,DANIDA,4,MOH,-0.72541,39.016659,86c312fa-b7c5-4ae4-b369-0aee62e39091,4343314.6123348,-80754.4292761554
224,8,GACHIONGO DISP,264,CENTRAL,KIRINYAGA,GICHUGU,NJUKIINI,NGIRIAMBU,HD MAPS,4,MOH,-0.50091,37.4056,9d1bfbdb-5538-44f8-822e-7595a07cc4a9,4163972.34481688,-55761.7564664349
225,4,BURA CATHOLIC DISP(TANA RIVER),744,COAST,TANA RIVER,BURA,CHEWELE,WADESA,ILRI MKT CENTRES,4,MISS,-1.084244,39.91806,7d6ec7b2-116a-47ea-973e-025fca7921df,4443658.11265534,-120704.694323301
226,32,KIANDAI ACK DISP,4721,CENTRAL,KIRINYAGA,GICHUGU,KIRIMA,GACHIGI,ILRI VILLAGES,4,MISS,-0.48,37.3,8d2c3b1b-6f8a-4c0c-88a4-18f5b030a15f,4152217.00658911,-53433.9806182005
