FID,Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub Location,Spatial_Re,Facility Type,Agency,Latitude,Longitude,GlobalID,x,y
2025,32,KASEI DISP,3042,RIFT VALLEY,WEST POKOT,KASEI,KASEI,KASEI,DDP,4,MOH,2.03849,35.1959,aa93cb8b-cbf6-4318-aea4-da6e8a33bf36,3917989.66601098,226971.55802392
2026,34,KAURIONG DISP,366,RIFT VALLEY,WEST POKOT,ALALE,KASES,KAMUNAI,DISTRICT ESTIMATES,4,MOH,2.2014,35.0925,b6fc851c-a5cf-485f-af0d-05281db49a6d,3906479.23066296,245119.04294455
2027,64,LORENGIPPI DISP,2150,RIFT VALLEY,TURKANA,LOIMA,LOIMA,LOCHOR EDOME,DDP,4,MISS,2.78796,35.0039,16692103-8945-4b08-88e4-ea79657299d4,3896616.32377867,310476.831391276
2028,65,LOROGON DISP,3319,RIFT VALLEY,TURKANA,KAINUK,KAPUTIR,LOROGON,DISTRICT ESTIMATES,4,MOH,1.93212,35.4121,4fc8a6e3-9d6f-44b2-b120-727f70f0819a,3942056.93992049,215123.390162113
2029,35,KERINGETI DISP,2361,RIFT VALLEY,WEST POKOT,KAPENGURIA,KERINGET,CHEPTUYA,DISTRICT ESTIMATES,4,MOH,1.26321,35.0141,e7b1d820-5ada-4bfd-8cf7-52ba473c9528,3897751.78258476,140631.28738585
2030,37,KIWAWA DISP,2189,RIFT VALLEY,WEST POKOT,ALALE,KIWAWA,CHELOPOI,DDP,4,MISS,2.01986,35.0887,c1efda3c-5474-4c65-b8f6-7372331a06d6,3906056.21659795,224896.374609048
2031,66,LORUGUM MISSION HEALTH CENTRE,2168,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,LORUGUM,SUBLOC CENTROID,3,MISS,2.904771,35.205502,43ca4f77-714d-41f6-9aaf-afd488866bdd,3919058.55576158,323496.237000013
2032,67,LOWARENGAK DISP,2576,RIFT VALLEY,TURKANA,LOKITAUNG,RIOKOMORI,RIOKOMORI,DDP,4,MISS,4.06341,35.8103,2b5161c7-0c7c-4f7e-b56f-b7f3e3d05858,3986384.36115437,452716.390622484
2033,38,KODICH DISP,2190,RIFT VALLEY,WEST POKOT,KACHELIBA,KODICH,KARAMERI,DDP,4,MOH,1.69102,35.0561,5738e56a-f10a-4338-ae5c-a4e394d38ed8,3902427.20119809,188270.82009709
2034,40,KONYAO DISP,2191,RIFT VALLEY,WEST POKOT,KACHELIBA,KAPCHOK,KONYAO,DDP,4,MOH,1.80374,35.0486,247e0c05-e476-4d08-b824-830f8ac6f1c1,3901592.30501714,200824.592803626
2035,68,LOYAPAT DISP,2151,RIFT VALLEY,TURKANA,KAINUK,KAINUK,LOYAPAT,SUBLOC CENTROID,4,MISS,1.909379,35.487085,d4e764f2-c2fe-4e52-8d44-8be278870d69,3950404.23193762,212590.450456315
2036,69,LUKANGAI DISP,2152,RIFT VALLEY,TURKANA,KAKUMA,KAKUMA,MORUNGOLE,ILRI MKT CENTRES,4,MISS,3.695045,34.845207,46b2d253-ce27-4978-b7cd-e3fe0595428e,3878950.69982622,411615.948754505
2037,42,LOMUT DISP,2193,RIFT VALLEY,WEST POKOT,CHESEGON,LOMUT,TOGHOMO,ILRI MKT CENTRES,4,MOH,1.408,35.561,6915ae7f-27e7-49f4-b281-580798a07f2f,3958632.41209961,156753.620901861
2038,44,LOYAPAT DISP,2192,RIFT VALLEY,WEST POKOT,CHESEGON,SEKEROT,AMALER,SUBLOC CENTROID,4,MISS,1.66,35.75,92e52289-08a4-49c5-bfcd-22755c9ce64d,3979671.79585954,184816.212429773
2039,70,MACHEKWI DISPESARY,2155,RIFT VALLEY,TURKANA,KALOKOL,NAMUKUSE,NAMUKUSE,DISTRICT ESTIMATES,4,MOH,3.45123,35.9211,a53de793-c974-4a74-af1d-b4eb3a44ee90,3998718.56073426,384421.702414357
2040,71,MAKUTANO DISP,4300,RIFT VALLEY,TURKANA,KAALING,KAERIS,KANUKURUDIO,DDP,4,MOH,3.66088,35.4116,0b491666-5711-429a-8d6e-5d813e83e452,3942001.28017509,407804.868862427
2041,47,MARICH DISP,3490,RIFT VALLEY,WEST POKOT,SIGOR,SEKERR,ORWA,DDP,4,MISS,1.55687,35.4738,cdbee247-f2d8-48cc-b4e4-e2ba3bf40cd2,3948925.35250243,173331.306665963
2042,48,MURKWIJIT PEFA DISP,2195,RIFT VALLEY,WEST POKOT,KAPENGURIA,MNANGEI,PSIGIRIO,ILRI VILLAGES,4,MISS,1.2,35.08,393c1950-5813-455f-869a-d79064792f08,3905087.73702804,133593.15606158
2043,73,NADAPAL DISP,3050,RIFT VALLEY,TURKANA,KAKUMA,KAKUMA,NADAPAL(KAKUMA),SUBLOC CENTROID,4,MISS,3.712745,34.850385,39fa5783-4539-4738-a549-c12f0cb2e30c,3879527.11214955,413590.427984355
2044,74,NAKALEI DISP,3055,RIFT VALLEY,TURKANA,LOKICHAR,KALAPATA,NAKALALEI,SUBLOC CENTROID,4,MISS,2.668189,35.943461,82f80265-d2ba-4ed3-a4bf-3bdc4c12f80a,4001207.7758679,297128.854601658
2045,52,NASOLOT DISP,0,RIFT VALLEY,WEST POKOT,SIGOR,PORKOYU,NASOLOT,DDP,4,MISS,1.88944,35.3983,e831ac84-bc20-4cf8-84fe-b6697a88467b,3940520.73094754,210369.630905718
2046,75,NAKURIO DISP,2156,RIFT VALLEY,TURKANA,KERIO,KERIO,NAKURIO(KERIO),DDP,4,MISS,2.90104,36.1908,aec670ef-91cc-48a5-924d-e489faa6c1eb,4028741.42740121,323080.370335653
2047,50,NAUYAPONG DISP,2197,RIFT VALLEY,WEST POKOT,ALALE,LOKITANYALA,LOKITANYALA,DISTRICT ESTIMATES,4,MOH,2.44558,34.9433,edabed2b-34cc-4f52-829f-03f22a81aafd,3889870.36263661,272323.422708011
2048,51,NYARKULIAN DISP,2489,RIFT VALLEY,WEST POKOT,SIGOR,SONDANY,NYARKULIAN,SUBLOC CENTROID,4,MISS,1.323668,35.432623,3c0d299d-c1ac-40e1-889f-bb0b25a264aa,3944341.54983004,147363.156748255
2049,76,NAKWAMORU HEALTH CENTRE,2169,RIFT VALLEY,TURKANA,KAINUK,KAPUTIR,NAKWAMORU,SUBLOC CENTROID,3,MISS,2.063724,35.420583,28685e34-2c5f-4a96-8510-c20f82b15bc6,3943001.26316089,229782.394981713
2050,55,ORTUM CATHOLIC MISSION HOSP.,2210,RIFT VALLEY,WEST POKOT,CHEPARERIA,BATEI,SOBUKWO,HD MAPS,1,MISS,1.45572,35.3482,9874e24a-c757-4d36-b657-3c195f25159a,3934943.6244588,162067.446401325
2051,77,NAMAKUSE DISP,2158,RIFT VALLEY,TURKANA,KALOKOL,NAMUKUSE,NAMUKUSE,DDP,4,MOH,3.543094,35.919286,537b75db-2dd5-4449-8ed0-dd969ca2a3d9,3998516.62717797,394667.035864085
2052,78,NAMORUPUTH DISP,3188,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,LORUGUM,DDP,4,MISS,2.80153,35.1851,00b0b6e2-588d-4b23-a201-5c285b3e5e73,3916787.41551041,311989.235718184
2053,57,PTOYO DISP,2198,RIFT VALLEY,WEST POKOT,CHEPARERIA,PTOYO,PTOYO,DDP,4,MOH,1.70778,35.2314,b0dbef16-4e55-4d42-bc25-f873cc0bd596,3921941.50793415,190137.355726459
2054,79,NANAM DISP,2159,RIFT VALLEY,TURKANA,LOKICHOGGIO,NANAM,NANAM,DDP,4,MISS,4.23528,34.6506,07ee9b6e-04e1-4afd-bb2b-b5b9fae98e5a,3857287.14768141,471899.159917284
2055,61,SEREWO DISP,2200,RIFT VALLEY,WEST POKOT,KONGELAI,SEREWO,MTEMBUR,DDP,4,MOH,1.37801,35.0253,2aabcfdb-89f5-4edb-962a-cd2904c7c63e,3898998.56088165,153414.162408458
2056,62,SIGOR HEALTH CENTRE (WEST POKOT),2208,RIFT VALLEY,WEST POKOT,SIGOR,WEI WEI,KORELLACH,DDP,3,MOH,1.50377,35.4719,abc1e2d6-fc98-425d-bd4d-b8198bf32b22,3948713.84546993,167418.132456454
2057,80,NAPUSMORU DISP,4296,RIFT VALLEY,TURKANA,LOKICHAR,LOCHWANGAMATAK,NAPUSIMORU,SUBLOC CENTROID,4,MISS,2.791269,35.757268,640d279e-dee0-4cf8-bf6f-523a6fda1a97,3980480.86591862,310845.624615369
2058,83,NATIRA DISP,3052,RIFT VALLEY,TURKANA,OROPOI,KALOBEYEI,NATIRA,SUBLOC CENTROID,4,MISS,3.814225,34.587029,d13ca628-9255-4301-9ca5-b2c80acb858d,3850210.45633219,424911.545361016
2059,63,SINA DISP,2202,RIFT VALLEY,WEST POKOT,CHEPARERIA,PARUA,CHEPKORIONG,DDP,4,MOH,1.31932,35.3572,f7a06490-c741-4a2e-b1d0-44d2bca4bd0e,3935945.49987594,146879.010832925
2060,67,TAMKAL DISP,2203,RIFT VALLEY,WEST POKOT,SIGOR,MWINO,KITOYO,DDP,4,MOH,1.4013,35.4812,fc6d87db-cc85-462d-b5cc-3f00cad071e9,3949749.1167343,156007.556123358
2061,84,OROPOI DISP,2160,RIFT VALLEY,TURKANA,OROPOI,KALOBEYEI,OROPOI,DDP,4,MISS,3.81982,34.3801,cc1ba5b8-fed5-4607-8ef3-0dca41717924,3827175.22542183,425535.762591889
2062,85,SONGOT DISP,0,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOTETELEITIT,LOREMEIT,DDP,4,NGO,4.10864,34.3471,997078ce-ebd9-4a05-b952-8c2ca4f63b57,3823501.68222565,457764.201889257
2063,68,TAMUOGH DISP,2204,RIFT VALLEY,WEST POKOT,CHEPARERIA,TAMUGH,TAMUGH,DDP,4,MOH,1.58202,35.2659,ec9eee90-a611-4f99-b48c-7b69cd338576,3925782.03036651,176132.042541299
2064,86,TODONYANG DISP,4295,RIFT VALLEY,TURKANA,LAPUR,KOKURO,TODONYANG,DDP,4,MISS,4.592236,35.90691,67e7f46c-ad03-444d-a0ea-dfd20d18c92e,3997138.93715991,511753.581298147
2065,69,TURKWEL GORGE DISP,2205,RIFT VALLEY,WEST POKOT,KASEI,KORPU,SIRWACH,DDP,4,MOH,1.93602,35.3321,1f847b28-e325-4957-a422-a258d3098b77,3933151.38065702,215557.783639803
2066,11,ENDUL HEALTH CENTRE,2036,RIFT VALLEY,MARAKWET,TIRAP,EMBOBUT,ENDUL,DDP,3,MISS,1.22673,35.5996,438487ac-4d4b-465f-ae08-f441644fb675,3962929.34444423,136569.393435691
2067,87,TURKWEL DISP,2161,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,TURKWEL,DDP,4,MOH,2.98245,35.466,90341372-0208-4e8f-b6bc-0b36d54826ae,3948057.06047425,332154.848916661
2068,12,KABETWA DISP,2001,RIFT VALLEY,MARAKWET,TOT,MOKORO,OLOT,DISTRICT ESTIMATES,4,MOH,1.17124,35.6512,95dcd2fd-5fee-472d-803e-12cf06dfc849,3968673.43016916,130390.921900271
2069,1,ACTION AID CLINIC (WEBUYE),3165,WESTERN,BUNGOMA,WEBUYE,WEBUYE,MARAKA,ILRI MKT CENTRES,4,NGO,0.595069,34.754303,47dc19a5-3f82-44f9-8ea9-2f1a56bab4c8,3868831.31283515,66243.9690027638
2070,1,AINABKOI HEALTH CENTRE,1914,RIFT VALLEY,UASIN GISHU,AINABKOI,OLARE,KAPKENO,HD MAPS,3,MISS,0.231127,35.4565,b42c82c3-2e40-4ed0-b68d-dcc461d4952e,3946999.52531171,25729.0097281903
2071,2,BOKOLI HEALTH CENTRE,2222,WESTERN,BUNGOMA,WEBUYE,BOKOLI,BOKOLI,DDP,3,MOH,0.721372,34.663,613ed290-2b6c-412a-9843-9b53500ef233,3858667.50936725,80304.8853430316
2072,13,KABIEGO DISP,25,RIFT VALLEY,MARAKWET,KAPYEGO,KAPYEGO,KAPYEGO,DDP,4,MOH,1.1746,35.4552,bba6063d-216a-429f-9ae7-cef4ba089fe3,3946854.80997368,130765.033777074
2073,3,ASURURIET S.D.A DISP,4858,RIFT VALLEY,UASIN GISHU,AINABKOI,OLARE,KAPKENO,HD MAPS,4,MISS,0.231127,35.4565,e3e81d6d-7012-428d-a96c-c318643cbc47,3946999.52531171,25729.0097281903
2074,14,KABIKOS DISP,568,RIFT VALLEY,MARAKWET,KAPCHEROP,KOISUNGUR,KIBIGOS,DDP,4,MOH,1.0315,35.3937,e6853174-650a-4fde-904d-4658fe6f5717,3940008.66128989,114832.25797899
2075,3,BULONDO DISP,2211,WESTERN,BUNGOMA,BUMULA,S.BUKUSU,LUMBOKA,DDP,4,MOH,0.497461,34.4841,5b7260a8-838c-448f-b086-919414c09af2,3838752.45246433,55377.8009703808
2076,4,BONSOMBE DISP,0,RIFT VALLEY,UASIN GISHU,SOY,KOISAGAT,BARSOMBE,HD MAPS,4,MOH,0.892526,35.3301,ebda8ae4-eaab-4ed4-ad8b-c1415ff55315,3932928.74167544,99359.5583369814
2077,15,KAKMTI DISP,2015,RIFT VALLEY,MARAKWET,TIRAP,KIPKANER,CHESIYO,DISTRICT ESTIMATES,4,MOH,1.1123,35.6012,2affad3c-13b8-460f-93c2-b831b657643b,3963107.4556295,123828.447850969
2078,5,BURNT FOREST MISS. HEALTH CENTRE,1872,RIFT VALLEY,UASIN GISHU,SOY,MOI'S BRIDGE,MOI'S BRIDGE(UGISHU),HD MAPS,3,MISS,0.878439,35.1406,2bd004da-6171-45c7-b046-46cb48c7457c,3911833.69817012,97791.2133749068
2079,4,BUMULA HEALTH CENTRE,2476,WESTERN,BUNGOMA,BUMULA,BUMULA,LUNAO,DDP,3,MOH,0.572483,34.4379,776d5096-74f2-472d-9471-d6a0ce5d65cd,3833609.49198968,63729.5764566011
2080,6,BURNT FOREST RURAL HEALTH DEMONSTRATION CENTRE,1927,RIFT VALLEY,UASIN GISHU,AINABKOI,OLARE,KAPKENO,HD MAPS,3,MOH,0.231535,35.4467,674c6f1d-f343-4345-919f-e67bbe0fd557,3945908.59430194,25774.4284506241
2081,5,BUNGOMA DISTRICT HOSPITAL,2237,WESTERN,BUNGOMA,KANDUYI,TOWNSHIP,TOWNSHIP(KANDUYI),HD MAPS,1,MOH,0.572,34.557,bddc9aa8-4e3d-4aba-b063-d0ddf9e049c5,3846867.64334316,63675.8064607909
2082,6,BUNGOMA GK PRISON DISP,4237,WESTERN,BUNGOMA,KANDUYI,TOWNSHIP,KHALABA(BUNGOMA),DDP,4,MOH,0.560941,34.5626,199ff8a8-7646-4a2c-b22c-febfc6c8b200,3847491.0324916,62444.6640396328
2083,8,CENGALO DISP,1874,RIFT VALLEY,UASIN GISHU,KESSES,OL'LEINGUSE,LEINGUSE,HD MAPS,4,MOH,0.140206,35.3826,d8edf84a-e700-4ebd-935e-4e7dcd295532,3938773.01494208,15607.6761028541
2084,17,KAMOGO DISP,2002,RIFT VALLEY,MARAKWET,TIRAP,KIPKANER,KIMUREN,DISTRICT ESTIMATES,4,MOH,1.0923,35.6023,668277b7-7526-4980-9205-aa1be4f2daba,3963229.90706937,121601.645933342
2085,78,NYAMAMITHI DISP,2828,RIFT VALLEY,NAKURU,MBOGOINI,WASEGES,NYAMAMITHI,GPS,4,MOH,0.11517,36.22108,db18bcf7-29d4-405b-a2db-e0cae3304eb7,4032112.18158243,12820.6743882904
2086,9,CHEBURBUI DISP,1875,RIFT VALLEY,UASIN GISHU,MOIBEN,KIMONING,CHEBURBUR,DISTRICT ESTIMATES,4,MOH,0.62114,35.4321,aaf01f92-b36e-412a-9a4b-129d49e08f6f,3944283.32973635,69146.3429394187
2087,7,CHEBUKUTUMI DISP,0,WESTERN,BUNGOMA,SIRISIA,SIRISIA,S.KULISIRU,DDP,4,MOH,0.70983,34.4991,188796da-43de-4f58-b01e-087ed2352d63,3840422.24482623,79019.935559804
2088,10,CHEMBULET DISP,0,RIFT VALLEY,UASIN GISHU,MOIBEN,SERGOIT,CHEPKOILEL,HD MAPS,4,MOH,0.666733,35.4175,2680c94c-d305-401e-a075-7855ab760c0f,3942658.06517077,74222.0531724807
2089,18,KAMOI DISP,2003,RIFT VALLEY,MARAKWET,KAPCHEROP,KAMOI,KAMOI,SUBLOC CENTROID,4,MISS,1.087288,35.25949,5405a092-4471-48f8-8918-abab334899c9,3925068.47243052,121043.611705775
2090,79,NYAMATHI DISP,4617,RIFT VALLEY,NAKURU,NAIVASHA,HELL'S GATE,MIRERA,GPS,4,MOH,-0.77738,36.51153,504a158f-b9ef-4392-9621-d64d3a06f753,4064444.92768334,-86540.2009377879
2091,19,KAMOI DISP,0,RIFT VALLEY,MARAKWET,KAPCHEROP,KAMOI,KAMOI,DDP,4,MOH,1.08834,35.2563,59ccc8f9-a028-419d-9481-f53b6cdfa896,3924713.3632549,121160.740919994
2092,8,CHESAMISI MISS DISP,2213,WESTERN,BUNGOMA,BUMULA,S.BUKUSU,LUMBOKA,ILRI VILLAGES,4,MISS,0.5,34.5,3af7f57d-17b9-4a68-913b-4dd0161d3632,3840522.43236794,55660.4518654275
2093,12,CHEPKANKA HEALTH CENTRE,0,RIFT VALLEY,UASIN GISHU,MOIBEN,SERGOIT,KELJI,HD MAPS,3,MOH,0.628494,35.3684,5449165c-6f0c-4594-ac6f-4ebf56ade274,3937192.27817282,69965.03515485
2094,80,NYS GILGIL DISP,1723,RIFT VALLEY,NAKURU,GILGIL,GILGIL,GILGIL,GPS,4,MOH,-0.47958,36.31161,48839a29-e479-4fc3-8dc4-7c264e0b1fa1,4042189.93508394,-53387.224792758
2095,22,KAPCHEROP DISP,2951,RIFT VALLEY,MARAKWET,KAPCHEROP,SENGWER,KAPCHEROP,DDP,4,MISS,1.04598,35.3104,fb328e33-69ac-49f1-84a7-df47fa5d45b6,3930735.74770682,116444.429143974
2096,9,CHESIKAKI (FRIENDS) DISP,3190,WESTERN,BUNGOMA,SIRISIA,SIRISIA,N. KULISIRU,1:50000 MAPS,4,MISS,0.774054,34.509009,305d71c1-a0fd-484f-bd55-c7d20c2dcd02,3841525.3096605,86169.9183755767
2097,13,CHEPSAITA DISP (PROPOSED),4875,RIFT VALLEY,UASIN GISHU,TURBO,NGENYILEL,CHEPSAITA,HD MAPS,4,MOH,0.571652,34.8947,61ace3b5-f189-4190-a39e-dd8530843294,3884460.23538405,63637.0653485978
2098,81,NYS NAIVASHA DISP,1747,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA EAST,MUNUNGA,GPS,4,MOH,-0.64834,36.48788,9d5799af-3ae1-4bb1-981b-c3c98a86132e,4061812.22172608,-72174.4189315873
2099,23,KAPCHEROP HEALTH CENTRE,2038,RIFT VALLEY,MARAKWET,KAPCHEROP,SENGWER,KAPCHEROP,DDP,3,MOH,1.04598,35.3104,3ea7eee2-b7eb-4775-b976-5d513a09c015,3930735.74770682,116444.429143974
2100,10,CHWELE DISP,3120,WESTERN,BUNGOMA,CENTRAL,SIRARE,W.NALONDO,ILRI MKT CENTRES,4,MISS,0.638781,34.614998,a7617edd-8391-4007-89f4-815a64c824d4,3853323.95117019,71110.2487888955
2101,14,CHEPYAKWAI DISP,2974,RIFT VALLEY,UASIN GISHU,KAPSARET,NGERIA,KAPLELACH(KAPSARET),HD MAPS,4,MISS,0.348074,35.2391,085ee010-478e-415c-bb30-8ec60c295549,3922798.66801325,38747.658776474
2102,82,OGILGEI DISP,4613,RIFT VALLEY,NAKURU,NJORO,NGATA,NGATA,GPS,4,MOH,-0.29438,35.9559,3c71eb66-2057-466a-a90d-ee3d09c42483,4002592.47901387,-32770.3758788686
2103,24,KAPLENGE DISP,3323,RIFT VALLEY,MARAKWET,CHEBIEMIT,KUSERWO,YEMIT,DISTRICT ESTIMATES,4,MOH,0.99123,35.4523,b4fdde7d-e7b2-4553-8435-77aba4c421a9,3946531.98345038,110348.723519105
2104,11,CHWELE HEALTH CENTRE,2225,WESTERN,BUNGOMA,CHWELE,CHWELE,CHWELE,AMKENI,3,MOH,0.734351,34.57788,6df637c0-713a-4378-9be0-6d9f6b78cb21,3849191.99431092,81749.8176078236
2105,15,CHUIROT DISP,4404,RIFT VALLEY,UASIN GISHU,SOY,KIPLOMBE,KUINET,DISTRICT ESTIMATES,4,MOH,0.64214,35.3014,a18ca68c-0e63-4968-8f94-cfeb7d580db9,3929733.87228967,71484.1943206976
2106,83,OLENGURUENE HEALTH CENTRE,1771,RIFT VALLEY,NAKURU,OLENGURUONE,AMALO,AMALO,GPS,3,MOH,-0.58851,35.68496,80aa7451-fd0e-460b-a77b-1154825c4c25,3972431.57617834,-65513.7855140412
2107,16,CHUIYAT DISP,0,RIFT VALLEY,UASIN GISHU,KESSES,TULWET,TULWET(UG),HD MAPS,4,MOH,0.255207,35.3392,434ce595-b181-4488-b03f-8645d8f85ba8,3933941.74904166,28409.6072277573
2108,25,KAPSAIT DISP,118,RIFT VALLEY,MARAKWET,KAPCHEROP,LELAN,KAPSAIT(MARAKWET),DDP,4,MISS,1.13716,35.3689,1952f168-f686-4ed0-a230-eae2d4a7f79c,3937247.93791822,126596.383703731
2109,85,OLRONGAI DISP,4631,RIFT VALLEY,NAKURU,RONGAI,KAMPI YA MOTO,MENENGAI,DDP,4,MOH,-0.177176,36.0089,0303626e-8304-425a-8c29-624c2f878853,4008492.41202591,-19723.1735341186
2110,12,KABUCHAI HEALTH CENTRE,2226,WESTERN,BUNGOMA,CENTRAL,KABUCHAI,KISIWA,AMKENI,3,MOH,0.646573,34.560124,8783ee9e-24fa-438c-a54c-7cb3169376dd,3847215.4054324,71977.704831727
2111,26,KAPSOWAR AIC  HOSPITAL,2043,RIFT VALLEY,MARAKWET,KAPSOWAR,KAPSOWAR,KAPSOWAR,1:50000 MAPS,1,MISS,0.981081,35.560811,62c6a58c-7763-493d-9fde-518ae73f3262,3958611.37271585,109218.774640968
2112,17,CHUKURA DISP,4863,RIFT VALLEY,UASIN GISHU,SOY,MOI'S BRIDGE,MATUNDA(UGISHU),HD MAPS,4,MOH,0.856108,35.1553,10abc38d-62dd-495c-9a14-07e6e9a1b9bc,3913470.09468478,95305.0529986166
2113,13,KABULA DISP,0,WESTERN,BUNGOMA,BUMULA,KABULA,EAST MATEKA,DDP,4,MOH,0.474377,34.5257,2c10e4a7-0f43-4a87-b14b-6232a254111f,3843383.34328133,52808.0094113953
2114,86,PCEA  DISP,4627,RIFT VALLEY,NAKURU,NJORO,NJORO,NJORO(NAKURU),GPS,4,MISS,-0.32113,35.94395,439552b0-3f24-4dd2-82a7-5c9674c3c47c,4001262.21109889,-35748.2152417588
2115,19,ELDORET DISTRICT HOSPITAL (MOI REFERRAL & TEACHING HOSPITAL),1923,RIFT VALLEY,UASIN GISHU,SOY,KIBULGENY,KAMUKUNJI(UGISHU),HD MAPS,2,MOH,0.538332,35.2886,0881afea-22ba-46ef-9916-63cac683a336,3928308.98280752,59927.7258462081
2116,27,KAPTABUK DISP,0,RIFT VALLEY,MARAKWET,KAPYEGO,KAPYEGO,KESSOM,DDP,4,MISS,1.15018,35.5239,854e01d4-f6fa-4b8c-bda5-3100bfa876e0,3954502.45899117,128046.05226588
2117,87,PCEA NAKURU WEST DISP,0,RIFT VALLEY,NAKURU,NAKURU MUNI.,KAPTEMBWO,VIWANDA,GPS,4,MISS,-0.28905,36.05525,2c85d39a-6066-44e7-9ef9-de11b2589ead,4013652.07042418,-32177.0353023938
2118,14,KAMUKUYWA DISP,4670,WESTERN,BUNGOMA,KIMILILI,KAMUKUYWA,MAKHONGE,1:50000 MAPS,4,MISS,0.808559,34.797297,d5aa13a5-cad3-46db-86fe-963a810744d0,3873617.38302231,90011.3638183402
2119,20,ELGEYO BORDER DISP,1878,RIFT VALLEY,UASIN GISHU,MOIBEN,TEMBELIO,TUIYO LUK,HD MAPS,4,MOH,0.548374,35.4175,a5e2dc3c-aa54-477b-8cf3-4e9c7f10eec7,3942658.06517077,61045.6464427608
2120,28,KAPTALAMWA DISP,2005,RIFT VALLEY,MARAKWET,KAPCHEROP,KAPKOCHUR,KAPKOCHUR,DDP,4,MISS,1.07143,35.4295,a5999448-826c-40ee-89ef-8f13447175e1,3943993.89906029,119277.993929539
2121,88,PCEA UMOJA DISP,4424,RIFT VALLEY,NAKURU,RONGAI,RONGAI,RONGAI(NAKURU),GPS,4,MISS,-0.20712,35.93096,e9763c3b-f5d6-40ed-a132-03c3392282ad,3999816.17091348,-23056.5431491133
2122,15,KAMUSINGA DISP,2214,WESTERN,BUNGOMA,KIMILILI,KIBINGEI,CHEBUKWABI,ILRI VILLAGES,4,MISS,0.8,34.7,cd1e9aa4-d7f7-444a-a7a8-054c319b03cc,3862786.3305266,89058.4864167164
2123,29,KAPYEGO DISP,2962,RIFT VALLEY,MARAKWET,KAPYEGO,KAPYEGO,KAPYEGO,DDP,4,MISS,1.17461,35.4552,73f348ab-5999-4bdc-9c82-8f1ce48cd4b7,3946854.80997368,130766.147205947
2124,21,ELGEYO DISP,3097,RIFT VALLEY,UASIN GISHU,MOIBEN,TEMBELIO,ELEGEYO BORDER,DISTRICT ESTIMATES,4,MOH,0.54321,35.4421,aa222bf8-899e-49ae-97df-9f2595ec2bc9,3945396.52464429,60470.7665093887
2125,16,KAPTANAI DISP,4239,WESTERN,BUNGOMA,SIRISIA,NAMWELA,MENU,1:50000 MAPS,4,MISS,0.789189,34.5378,fa46ca32-14eb-43aa-8cb1-a3b41d437bbf,3844730.30911993,87854.8956588266
2126,89,PWANI DISP,3987,RIFT VALLEY,NAKURU,LARE,NAISHI,PWANI,GPS,4,MOH,-0.39012,36.02324,7a195d22-78cf-4796-8347-cc528fd99587,4010088.73352389,-43428.2953115065
2127,22,KABOBO HEALTH CENTRE,2347,RIFT VALLEY,UASIN GISHU,SOY,SOY,KONGASIS(SOY),HD MAPS,3,MOH,0.738398,35.2638,fbf032ee-c9a2-414e-9810-4452d97f940d,3925548.25943585,82200.3647968891
2128,30,KIPNAI DISP,2009,RIFT VALLEY,MARAKWET,CHEBIEMIT,KUSERWO,KIMNAI,DDP,4,MISS,1.03125,35.4554,5c7b66d8-10f4-463c-919c-1c4b49db2696,3946877.07387184,114804.423596799
2129,90,RARE DISP,1755,RIFT VALLEY,NAKURU,LARE,LARE,NGURIGA,GPS,4,MOH,-0.44341,36.0069,18984eae-e6b7-4b66-8e71-e5cd7943d1fa,4008269.77304433,-49360.668129758
2130,17,KARIMA DISP,2216,WESTERN,BUNGOMA,TONGAREN,MBAKALO,MBAKALO,DDP,4,MOH,0.736377,34.8396,55fe620c-27b7-463e-a660-345f5945f1ae,3878326.53144134,81975.3694729395
2131,31,KIPSAIYA DISP,4853,RIFT VALLEY,MARAKWET,KAPSOWAR,KIPSAIYA,KIPSAIYA,DDP,4,MISS,1.00386,35.5799,5379377b-e8be-46b8-a5b9-76e12fca7b59,3960736.3504756,111754.901808191
2132,24,KAPNGETUNY DISP,1881,RIFT VALLEY,UASIN GISHU,AINABKOI,KAPNGE'TUNY,SILIBOI,HD MAPS,4,MOH,0.136848,35.5705,15a567f3-6d47-4ce8-8d46-588204f1befc,3959689.94726214,15233.8641601546
2133,91,ROCCO DISP,1756,RIFT VALLEY,NAKURU,NAIVASHA,MALEWA,TARAMBETE,GPS,4,MOH,-0.75123,36.29123,8db0d901-ba3a-4601-91d1-a5bdb1637468,4039921.24386158,-83628.9372083021
2134,32,KONDABILET DISP,2014,RIFT VALLEY,MARAKWET,KAPCHEROP,CHEBORORWA,KONDABILET,DDP,4,MOH,0.942465,35.4325,0fd500a9-ae61-4b11-a06f-4ee7bf617235,3944327.85753267,104919.455400538
2135,18,KAVUJAI DISP,0,WESTERN,BUNGOMA,CENTRAL,KABUCHAI,KISIWA,1:50000 MAPS,4,MOH,0.643617,34.5576,ac405d19-5d22-4aca-9be5-90f66ffa8e71,3846934.43503764,71648.6235590035
